,Pickup Address,Destination Address,Platform Type,Personal or Business,Distance (KM),Rider Id,Time from Pickup to Arrival
5703,Pumwani,Nairobi,3,Personal,14,Rider_Id_543,1993
5704,Pumwani,Nairobi,3,Business,5,Rider_Id_943,1195
5705,Nairobi,Nairobi,3,Business,9,Rider_Id_62,1947
5706,Nairobi,Nairobi,2,Personal,6,Rider_Id_726,754
5707,Nairobi,Pumwani,2,Personal,6,Rider_Id_365,1331
5708,Nairobi,Nairobi,3,Business,8,Rider_Id_168,1136
5709,Nairobi,Nairobi,3,Business,6,Rider_Id_878,549
5710,Nairobi,Nairobi,3,Business,7,Rider_Id_276,1458
5711,Nairobi,Nairobi,3,Business,6,Rider_Id_19,567
5712,Nairobi,Nairobi,3,Business,6,Rider_Id_436,1162
5713,Nairobi,Nairobi,3,Business,4,Rider_Id_875,1114
5714,Nairobi,Nairobi,3,Business,4,Rider_Id_205,430
5715,Nairobi,Nairobi,3,Business,2,Rider_Id_362,1044
5716,Kiambu,Pumwani,3,Business,6,Rider_Id_384,988
5717,Nairobi,Nairobi,3,Business,15,Rider_Id_871,1665
5718,Pumwani,Nairobi,3,Business,8,Rider_Id_336,1484
5719,Nairobi,Nairobi,3,Business,4,Rider_Id_427,685
5720,Pumwani,Pumwani,3,Business,13,Rider_Id_126,1104
5721,Nairobi,Nairobi,3,Business,8,Rider_Id_291,1137
5722,Nairobi,Pumwani,3,Business,11,Rider_Id_127,2972
5723,Nairobi,Nairobi,3,Business,7,Rider_Id_829,1112
5724,Nairobi,Nairobi,3,Business,9,Rider_Id_770,1203
5725,Nairobi,Nairobi,3,Business,10,Rider_Id_831,2011
5726,Nairobi,Nairobi,3,Business,7,Rider_Id_622,1157
5727,Nairobi,Ngong,3,Business,11,Rider_Id_232,1522
5728,Nairobi,Ngong,3,Business,16,Rider_Id_581,2406
5729,Nairobi,Ngong,3,Business,23,Rider_Id_520,3641
5730,Pumwani,Pumwani,3,Business,4,Rider_Id_925,1064
5731,Nairobi,Nairobi,3,Business,5,Rider_Id_687,1012
5732,Nairobi,Nairobi,3,Business,8,Rider_Id_147,2357
5733,Kiambu,Nairobi,3,Business,14,Rider_Id_19,1265
5734,Nairobi,Nairobi,3,Business,3,Rider_Id_658,687
5735,Pumwani,Pumwani,3,Business,9,Rider_Id_435,1631
5736,Nairobi,Nairobi,1,Personal,9,Rider_Id_322,1043
5737,Nairobi,Nairobi,1,Personal,9,Rider_Id_549,1602
5738,Nairobi,Nairobi,3,Personal,10,Rider_Id_685,1429
5739,Pumwani,Nairobi,3,Business,18,Rider_Id_886,1488
5740,Nairobi,Nairobi,1,Personal,4,Rider_Id_100,614
5741,Nairobi,Nairobi,3,Business,4,Rider_Id_129,1049
5742,Pumwani,Nairobi,3,Business,7,Rider_Id_686,1309
5743,Ngong,Nairobi,3,Business,6,Rider_Id_327,742
5744,Nairobi,Nairobi,1,Personal,14,Rider_Id_208,2975
5745,Nairobi,Pumwani,3,Business,19,Rider_Id_556,2085
5746,Nairobi,Nairobi,3,Business,4,Rider_Id_380,2
5747,Nairobi,Pumwani,3,Business,12,Rider_Id_614,1893
5748,Nairobi,Nairobi,3,Business,7,Rider_Id_119,864
5749,Nairobi,Pumwani,3,Business,14,Rider_Id_96,2106
5750,Nairobi,Nairobi,3,Business,2,Rider_Id_937,195
5751,Nairobi,Athi River,3,Business,16,Rider_Id_31,1330
5752,Nairobi,Nairobi,3,Business,6,Rider_Id_207,645
5753,Nairobi,Pumwani,3,Business,20,Rider_Id_649,2400
5754,Nairobi,Nairobi,3,Business,1,Rider_Id_692,2741
5755,Nairobi,Nairobi,2,Personal,8,Rider_Id_441,3097
5756,Nairobi,Pumwani,3,Business,13,Rider_Id_900,811
5757,Pumwani,Nairobi,3,Business,18,Rider_Id_699,1909
5758,Pumwani,Nairobi,3,Business,4,Rider_Id_349,826
5759,Nairobi,Nairobi,3,Business,2,Rider_Id_569,1486
5760,Nairobi,Pumwani,3,Business,14,Rider_Id_219,1222
5761,Kiambu,Nairobi,2,Personal,18,Rider_Id_103,2166
5762,Nairobi,Nairobi,3,Business,4,Rider_Id_10,2
5763,Nairobi,Nairobi,3,Business,8,Rider_Id_958,1346
5764,Nairobi,Nairobi,3,Business,11,Rider_Id_239,34
5765,Nairobi,Nairobi,3,Business,6,Rider_Id_518,937
5766,Nairobi,Nairobi,3,Business,6,Rider_Id_770,945
5767,Nairobi,Kiambu,3,Personal,27,Rider_Id_31,2766
5768,Kiambu,Nairobi,3,Business,13,Rider_Id_626,2024
5769,Nairobi,Pumwani,3,Business,19,Rider_Id_177,2165
5770,Nairobi,Pumwani,1,Personal,14,Rider_Id_726,1180
5771,Nairobi,Nairobi,3,Business,9,Rider_Id_379,2151
5772,Nairobi,Nairobi,3,Business,4,Rider_Id_523,476
5773,Nairobi,Nairobi,3,Business,3,Rider_Id_76,5486
5774,Nairobi,Nairobi,3,Business,3,Rider_Id_708,59
5775,Nairobi,Nairobi,2,Personal,3,Rider_Id_312,372
5776,Nairobi,Pumwani,3,Business,6,Rider_Id_921,51
5777,Nairobi,Nairobi,3,Business,8,Rider_Id_404,831
5778,Pumwani,Nairobi,3,Business,12,Rider_Id_709,1453
5779,Nairobi,Nairobi,2,Personal,8,Rider_Id_447,2396
5780,Nairobi,Nairobi,3,Business,5,Rider_Id_353,1640
5781,Nairobi,Nairobi,3,Business,3,Rider_Id_208,843
5782,Kiambu,Pumwani,3,Business,5,Rider_Id_735,432
5783,Nairobi,Nairobi,2,Personal,5,Rider_Id_400,1076
5784,Ngong,Nairobi,3,Business,22,Rider_Id_647,2252
5785,Nairobi,Nairobi,3,Business,6,Rider_Id_831,1513
5786,Nairobi,Nairobi,3,Business,1,Rider_Id_845,11
5787,Pumwani,Nairobi,3,Business,10,Rider_Id_216,775
5788,Pumwani,Nairobi,1,Personal,12,Rider_Id_212,1223
5789,Nairobi,Nairobi,3,Business,7,Rider_Id_101,1395
5790,Nairobi,Nairobi,2,Personal,6,Rider_Id_747,1087
5791,Kiambu,Pumwani,3,Business,8,Rider_Id_291,545
5792,Nairobi,Nairobi,3,Business,6,Rider_Id_451,3241
5793,Nairobi,Nairobi,3,Business,7,Rider_Id_166,1301
5794,Nairobi,Nairobi,3,Business,5,Rider_Id_378,864
5795,Nairobi,Pumwani,3,Business,21,Rider_Id_935,3157
5796,Nairobi,Nairobi,3,Business,6,Rider_Id_161,998
5797,Nairobi,Nairobi,3,Business,7,Rider_Id_557,3391
5798,Nairobi,Nairobi,3,Business,6,Rider_Id_956,890
5799,Nairobi,Nairobi,3,Business,5,Rider_Id_646,871
5800,Pumwani,Nairobi,3,Business,4,Rider_Id_619,430
5801,Nairobi,Nairobi,3,Business,7,Rider_Id_953,1601
5802,Pumwani,Nairobi,3,Business,11,Rider_Id_234,2409
5803,Nairobi,Nairobi,3,Business,6,Rider_Id_868,1223
5804,Nairobi,Nairobi,3,Business,9,Rider_Id_815,2050
5805,Nairobi,Nairobi,3,Business,4,Rider_Id_427,493
5806,Nairobi,Nairobi,3,Business,9,Rider_Id_624,1258
5807,Pumwani,Nairobi,3,Business,11,Rider_Id_883,3528
5808,Kiambu,Pumwani,3,Business,5,Rider_Id_79,1023
5809,Nairobi,Nairobi,3,Business,2,Rider_Id_40,2
5810,Ngong,Pumwani,1,Personal,20,Rider_Id_893,1776
5811,Nairobi,Nairobi,3,Business,3,Rider_Id_881,2283
5812,Nairobi,Nairobi,3,Business,5,Rider_Id_516,996
5813,Nairobi,Pumwani,3,Business,15,Rider_Id_247,1086
5814,Nairobi,Nairobi,3,Business,8,Rider_Id_250,1070
5815,Nairobi,Nairobi,3,Business,14,Rider_Id_555,1734
5816,Athi River,Nairobi,3,Business,15,Rider_Id_436,1918
5817,Nairobi,Nairobi,3,Business,2,Rider_Id_519,403
5818,Nairobi,Nairobi,3,Business,5,Rider_Id_362,1164
5819,Pumwani,Nairobi,3,Business,8,Rider_Id_459,1403
5820,Nairobi,Nairobi,3,Business,10,Rider_Id_36,1739
5821,Nairobi,Nairobi,3,Business,6,Rider_Id_590,2054
5822,Nairobi,Nairobi,1,Personal,9,Rider_Id_726,1249
5823,Pumwani,Pumwani,3,Business,9,Rider_Id_204,3624
5824,Nairobi,Nairobi,3,Business,11,Rider_Id_318,1498
5825,Ngong,Nairobi,3,Business,12,Rider_Id_855,1850
5826,Nairobi,Nairobi,3,Business,1,Rider_Id_456,421
5827,Pumwani,Nairobi,3,Business,23,Rider_Id_14,3419
5828,Nairobi,Nairobi,3,Business,3,Rider_Id_430,7
5829,Nairobi,Nairobi,3,Business,11,Rider_Id_858,2067
5830,Nairobi,Nairobi,3,Business,16,Rider_Id_7,2151
5831,Nairobi,Nairobi,3,Business,9,Rider_Id_800,1767
5832,Nairobi,Pumwani,3,Business,14,Rider_Id_670,1789
5833,Nairobi,Nairobi,3,Personal,7,Rider_Id_571,1374
5834,Nairobi,Nairobi,3,Business,6,Rider_Id_126,913
5835,Nairobi,Nairobi,3,Personal,4,Rider_Id_735,576
5836,Nairobi,Nairobi,3,Business,11,Rider_Id_168,1103
5837,Pumwani,Nairobi,3,Business,14,Rider_Id_612,4578
5838,Nairobi,Nairobi,3,Business,11,Rider_Id_411,1861
5839,Pumwani,Nairobi,3,Business,14,Rider_Id_377,1921
5840,Nairobi,Nairobi,1,Personal,4,Rider_Id_465,849
5841,Nairobi,Nairobi,3,Business,8,Rider_Id_213,1384
5842,Nairobi,Nairobi,3,Business,14,Rider_Id_876,2334
5843,Nairobi,Nairobi,3,Business,15,Rider_Id_925,1306
5844,Ngong,Nairobi,3,Business,17,Rider_Id_448,2937
5845,Nairobi,Pumwani,3,Business,22,Rider_Id_865,2690
5846,Kiambu,Nairobi,3,Business,16,Rider_Id_7,4198
5847,Pumwani,Kiambu,3,Personal,20,Rider_Id_856,1994
5848,Nairobi,Nairobi,3,Business,8,Rider_Id_764,1050
5849,Nairobi,Nairobi,3,Business,2,Rider_Id_31,97
5850,Nairobi,Nairobi,3,Business,7,Rider_Id_438,713
5851,Nairobi,Pumwani,3,Business,19,Rider_Id_327,2132
5852,Nairobi,Nairobi,3,Business,2,Rider_Id_611,859
5853,Athi River,Nairobi,3,Business,22,Rider_Id_900,2685
5854,Ngong,Nairobi,3,Business,11,Rider_Id_204,2363
5855,Nairobi,Nairobi,3,Business,4,Rider_Id_291,1908
5856,Nairobi,Nairobi,3,Business,8,Rider_Id_436,1376
5857,Nairobi,Nairobi,3,Business,2,Rider_Id_177,417
5858,Nairobi,Nairobi,3,Business,5,Rider_Id_829,2840
5859,Nairobi,Nairobi,3,Business,3,Rider_Id_548,977
5860,Nairobi,Nairobi,3,Business,7,Rider_Id_131,732
5861,Nairobi,Nairobi,3,Business,8,Rider_Id_606,840
5862,Nairobi,Nairobi,1,Personal,12,Rider_Id_249,1587
5863,Nairobi,Nairobi,3,Personal,6,Rider_Id_405,932
5864,Nairobi,Nairobi,3,Business,11,Rider_Id_131,1494
5865,Nairobi,Nairobi,3,Business,4,Rider_Id_179,713
5866,Nairobi,Nairobi,1,Personal,7,Rider_Id_365,3197
5867,Nairobi,Nairobi,3,Business,3,Rider_Id_648,507
5868,Nairobi,Nairobi,3,Business,10,Rider_Id_708,1547
5869,Nairobi,Nairobi,3,Business,4,Rider_Id_728,705
5870,Nairobi,Nairobi,3,Business,9,Rider_Id_101,1011
5871,Nairobi,Nairobi,3,Business,5,Rider_Id_809,515
5872,Nairobi,Nairobi,3,Business,12,Rider_Id_928,4008
5873,Nairobi,Nairobi,3,Business,6,Rider_Id_19,1123
5874,Nairobi,Nairobi,1,Personal,4,Rider_Id_338,704
5875,Nairobi,Nairobi,3,Business,8,Rider_Id_339,1240
5876,Nairobi,Pumwani,3,Business,9,Rider_Id_844,1154
5877,Kiambu,Nairobi,3,Business,7,Rider_Id_257,731
5878,Pumwani,Nairobi,1,Personal,17,Rider_Id_890,3058
5879,Nairobi,Nairobi,3,Business,4,Rider_Id_86,4
5880,Nairobi,Nairobi,3,Business,3,Rider_Id_862,340
5881,Nairobi,Nairobi,1,Personal,4,Rider_Id_756,2676
5882,Nairobi,Nairobi,3,Business,4,Rider_Id_787,1393
5883,Nairobi,Nairobi,3,Business,5,Rider_Id_726,678
5884,Nairobi,Pumwani,3,Business,5,Rider_Id_709,615
5885,Ngong,Nairobi,3,Personal,18,Rider_Id_393,2308
5886,Pumwani,Nairobi,3,Business,18,Rider_Id_702,2303
5887,Nairobi,Nairobi,3,Business,5,Rider_Id_211,565
5888,Nairobi,Nairobi,3,Personal,15,Rider_Id_211,2439
5889,Nairobi,Nairobi,2,Personal,2,Rider_Id_622,502
5890,Pumwani,Nairobi,3,Business,12,Rider_Id_99,2147
5891,Nairobi,Nairobi,3,Business,5,Rider_Id_131,1443
5892,Nairobi,Nairobi,3,Business,7,Rider_Id_953,994
5893,Ngong,Nairobi,1,Personal,11,Rider_Id_832,1296
5894,Nairobi,Nairobi,1,Personal,12,Rider_Id_744,1604
5895,Nairobi,Nairobi,3,Business,5,Rider_Id_344,1374
5896,Nairobi,Pumwani,3,Business,7,Rider_Id_916,1342
5897,Nairobi,Pumwani,3,Business,13,Rider_Id_576,1915
5898,Nairobi,Pumwani,3,Business,14,Rider_Id_449,1379
5899,Nairobi,Nairobi,3,Business,7,Rider_Id_864,1238
5900,Pumwani,Pumwani,3,Business,8,Rider_Id_113,1156
5901,Nairobi,Nairobi,3,Business,8,Rider_Id_828,1312
5902,Nairobi,Nairobi,3,Business,5,Rider_Id_298,1566
5903,Nairobi,Nairobi,3,Business,6,Rider_Id_140,1295
5904,Nairobi,Nairobi,3,Business,13,Rider_Id_725,3
5905,Nairobi,Nairobi,3,Business,3,Rider_Id_446,404
5906,Nairobi,Nairobi,1,Personal,10,Rider_Id_754,1133
5907,Pumwani,Pumwani,3,Business,14,Rider_Id_589,1174
5908,Pumwani,Nairobi,2,Personal,19,Rider_Id_770,3541
5909,Nairobi,Nairobi,3,Personal,6,Rider_Id_89,904
5910,Kiambu,Nairobi,3,Business,16,Rider_Id_869,1951
5911,Nairobi,Nairobi,3,Business,8,Rider_Id_523,1113
5912,Nairobi,Nairobi,1,Business,10,Rider_Id_228,1838
5913,Pumwani,Nairobi,3,Business,13,Rider_Id_315,2762
5914,Nairobi,Nairobi,1,Business,8,Rider_Id_257,1274
5915,Nairobi,Pumwani,2,Personal,13,Rider_Id_216,3142
5916,Nairobi,Nairobi,3,Business,5,Rider_Id_158,1709
5917,Nairobi,Nairobi,3,Business,10,Rider_Id_898,1343
5918,Nairobi,Nairobi,3,Business,3,Rider_Id_468,680
5919,Nairobi,Kiambu,3,Business,30,Rider_Id_574,2467
5920,Nairobi,Nairobi,3,Business,10,Rider_Id_68,2784
5921,Pumwani,Nairobi,3,Business,10,Rider_Id_383,1964
5922,Nairobi,Nairobi,3,Business,2,Rider_Id_138,569
5923,Nairobi,Pumwani,1,Business,16,Rider_Id_74,2199
5924,Nairobi,Limuru,3,Business,29,Rider_Id_858,3264
5925,Nairobi,Pumwani,3,Business,19,Rider_Id_919,2886
5926,Nairobi,Nairobi,3,Business,14,Rider_Id_623,1855
5927,Nairobi,Nairobi,3,Business,10,Rider_Id_329,1801
5928,Nairobi,Nairobi,3,Business,4,Rider_Id_959,753
5929,Nairobi,Kikuyu,3,Business,11,Rider_Id_847,1297
5930,Ngong,Ngong,3,Business,3,Rider_Id_928,65
5931,Nairobi,Nairobi,3,Business,14,Rider_Id_411,1472
5932,Nairobi,Pumwani,3,Business,12,Rider_Id_178,1351
5933,Nairobi,Nairobi,3,Business,2,Rider_Id_435,813
5934,Nairobi,Nairobi,3,Business,4,Rider_Id_161,382
5935,Nairobi,Nairobi,3,Business,3,Rider_Id_116,358
5936,Nairobi,Nairobi,3,Business,7,Rider_Id_467,2332
5937,Nairobi,Nairobi,3,Business,5,Rider_Id_849,1
5938,Nairobi,Nairobi,3,Business,4,Rider_Id_647,3
5939,Nairobi,Nairobi,3,Business,9,Rider_Id_764,1218
5940,Nairobi,Kikuyu,3,Business,15,Rider_Id_465,2500
5941,Ngong,Nairobi,3,Business,17,Rider_Id_655,2867
5942,Pumwani,Nairobi,3,Business,12,Rider_Id_68,1524
5943,Nairobi,Nairobi,3,Business,8,Rider_Id_519,1157
5944,Nairobi,Nairobi,2,Personal,11,Rider_Id_636,1197
5945,Nairobi,Nairobi,3,Personal,2,Rider_Id_618,940
5946,Nairobi,Nairobi,1,Personal,7,Rider_Id_844,1745
5947,Nairobi,Nairobi,3,Business,10,Rider_Id_919,1604
5948,Nairobi,Nairobi,3,Business,5,Rider_Id_306,1380
5949,Nairobi,Nairobi,3,Business,8,Rider_Id_857,1979
5950,Nairobi,Nairobi,3,Business,6,Rider_Id_536,831
5951,Nairobi,Nairobi,2,Personal,5,Rider_Id_465,1916
5952,Nairobi,Pumwani,3,Business,11,Rider_Id_343,1006
5953,Pumwani,Nairobi,3,Business,14,Rider_Id_199,2687
5954,Pumwani,Pumwani,3,Business,3,Rider_Id_484,606
5955,Nairobi,Nairobi,3,Business,5,Rider_Id_79,846
5956,Nairobi,Nairobi,3,Business,4,Rider_Id_827,639
5957,Nairobi,Nairobi,3,Business,9,Rider_Id_178,986
5958,Nairobi,Nairobi,3,Business,4,Rider_Id_306,870
5959,Nairobi,Pumwani,3,Business,7,Rider_Id_156,706
5960,Nairobi,Nairobi,3,Business,8,Rider_Id_630,2302
5961,Nairobi,Nairobi,3,Business,9,Rider_Id_755,1433
5962,Nairobi,Nairobi,3,Business,4,Rider_Id_877,629
5963,Nairobi,Pumwani,3,Business,21,Rider_Id_845,1887
5964,Nairobi,Pumwani,3,Business,14,Rider_Id_497,1102
5965,Nairobi,Nairobi,3,Business,14,Rider_Id_349,1610
5966,Nairobi,Nairobi,3,Business,2,Rider_Id_159,25
5967,Nairobi,Nairobi,3,Business,7,Rider_Id_933,1186
5968,Nairobi,Nairobi,3,Business,1,Rider_Id_21,321
5969,Pumwani,Nairobi,3,Business,9,Rider_Id_848,1473
5970,Nairobi,Nairobi,3,Personal,4,Rider_Id_312,1357
5971,Nairobi,Nairobi,3,Business,16,Rider_Id_267,1619
5972,Nairobi,Kiambu,3,Business,31,Rider_Id_345,1958
5973,Pumwani,Nairobi,3,Business,14,Rider_Id_772,2346
5974,Nairobi,Ngong,3,Business,18,Rider_Id_530,5051
5975,Nairobi,Nairobi,3,Business,6,Rider_Id_436,980
5976,Pumwani,Nairobi,3,Business,14,Rider_Id_807,3006
5977,Nairobi,Nairobi,3,Business,5,Rider_Id_436,121
5978,Nairobi,Nairobi,3,Business,9,Rider_Id_253,1222
5979,Nairobi,Nairobi,3,Business,10,Rider_Id_448,1300
5980,Nairobi,Pumwani,3,Business,11,Rider_Id_96,1889
5981,Nairobi,Pumwani,3,Business,16,Rider_Id_31,3188
5982,Pumwani,Nairobi,3,Business,12,Rider_Id_291,1446
5983,Nairobi,Nairobi,3,Business,17,Rider_Id_246,2836
5984,Kiambu,Nairobi,1,Personal,14,Rider_Id_224,2187
5985,Pumwani,Nairobi,3,Business,8,Rider_Id_448,1279
5986,Nairobi,Nairobi,3,Business,5,Rider_Id_910,442
5987,Nairobi,Kiambu,3,Business,8,Rider_Id_147,877
5988,Nairobi,Nairobi,1,Personal,6,Rider_Id_88,2823
5989,Pumwani,Nairobi,3,Business,11,Rider_Id_779,2398
5990,Nairobi,Pumwani,3,Business,6,Rider_Id_406,881
5991,Nairobi,Nairobi,3,Business,5,Rider_Id_99,1152
5992,Nairobi,Nairobi,3,Business,4,Rider_Id_890,1144
5993,Ngong,Ngong,3,Business,3,Rider_Id_917,1505
5994,Nairobi,Nairobi,1,Personal,5,Rider_Id_755,1099
5995,Athi River,Pumwani,3,Business,16,Rider_Id_937,1968
5996,Pumwani,Pumwani,3,Business,7,Rider_Id_164,1458
5997,Pumwani,Nairobi,3,Business,14,Rider_Id_856,1286
5998,Pumwani,Nairobi,3,Personal,9,Rider_Id_569,1357
5999,Nairobi,Kiambu,1,Personal,22,Rider_Id_265,2014
6000,Pumwani,Nairobi,3,Business,11,Rider_Id_828,1006
6001,Nairobi,Nairobi,3,Business,8,Rider_Id_843,1201
6002,Nairobi,Nairobi,3,Business,7,Rider_Id_318,1712
6003,Nairobi,Nairobi,3,Business,11,Rider_Id_901,1651
6004,Nairobi,Nairobi,3,Business,6,Rider_Id_205,715
6005,Kiambu,Nairobi,3,Business,13,Rider_Id_19,1367
6006,Nairobi,Pumwani,3,Business,9,Rider_Id_531,2225
6007,Nairobi,Nairobi,3,Business,4,Rider_Id_916,3
6008,Nairobi,Nairobi,3,Business,7,Rider_Id_143,2574
6009,Pumwani,Nairobi,3,Business,11,Rider_Id_845,1622
6010,Nairobi,Nairobi,3,Business,4,Rider_Id_27,1069
6011,Pumwani,Nairobi,3,Business,21,Rider_Id_510,2092
6012,Nairobi,Nairobi,3,Business,8,Rider_Id_925,867
6013,Nairobi,Nairobi,3,Business,9,Rider_Id_532,1848
6014,Nairobi,Nairobi,1,Personal,9,Rider_Id_148,1415
6015,Nairobi,Pumwani,3,Business,9,Rider_Id_206,1192
6016,Nairobi,Kiambu,3,Business,20,Rider_Id_627,1955
6017,Pumwani,Nairobi,3,Business,10,Rider_Id_504,1249
6018,Nairobi,Ngong,1,Business,17,Rider_Id_45,2121
6019,Nairobi,Pumwani,3,Business,5,Rider_Id_408,765
6020,Nairobi,Nairobi,3,Business,14,Rider_Id_62,1735
6021,Athi River,Pumwani,3,Business,10,Rider_Id_504,1209
6022,Nairobi,Pumwani,1,Personal,13,Rider_Id_345,1190
6023,Pumwani,Ngong,1,Business,20,Rider_Id_213,1855
6024,Pumwani,Nairobi,3,Business,22,Rider_Id_404,706
6025,Nairobi,Nairobi,3,Business,3,Rider_Id_544,785
6026,Ngong,Nairobi,3,Business,13,Rider_Id_831,3070
6027,Nairobi,Nairobi,3,Business,9,Rider_Id_88,728
6028,Nairobi,Nairobi,3,Business,15,Rider_Id_404,2881
6029,Nairobi,Nairobi,3,Business,7,Rider_Id_50,1473
6030,Pumwani,Pumwani,3,Business,5,Rider_Id_622,1069
6031,Nairobi,Nairobi,3,Business,5,Rider_Id_161,1637
6032,Kiambu,Pumwani,3,Business,19,Rider_Id_691,2811
6033,Kiambu,Nairobi,3,Business,17,Rider_Id_60,1894
6034,Pumwani,Ngong,3,Business,28,Rider_Id_75,4060
6035,Nairobi,Nairobi,3,Business,6,Rider_Id_695,1696
6036,Nairobi,Nairobi,3,Business,3,Rider_Id_26,460
6037,Pumwani,Nairobi,3,Business,4,Rider_Id_188,583
6038,Nairobi,Nairobi,3,Business,3,Rider_Id_119,525
6039,Nairobi,Nairobi,3,Business,6,Rider_Id_855,646
6040,Pumwani,Pumwani,3,Business,9,Rider_Id_900,1051
6041,Nairobi,Pumwani,3,Business,22,Rider_Id_584,3359
6042,Nairobi,Nairobi,3,Business,3,Rider_Id_611,1036
6043,Ngong,Nairobi,3,Business,18,Rider_Id_116,2036
6044,Nairobi,Nairobi,3,Business,9,Rider_Id_470,1920
6045,Pumwani,Pumwani,3,Business,6,Rider_Id_448,1057
6046,Pumwani,Pumwani,3,Business,12,Rider_Id_436,3774
6047,Nairobi,Nairobi,3,Business,6,Rider_Id_790,1131
6048,Nairobi,Pumwani,2,Personal,6,Rider_Id_156,1154
6049,Nairobi,Nairobi,3,Business,5,Rider_Id_882,813
6050,Pumwani,Nairobi,3,Business,9,Rider_Id_267,1471
6051,Nairobi,Kiambu,1,Business,12,Rider_Id_116,2078
6052,Nairobi,Nairobi,3,Business,17,Rider_Id_96,424
6053,Nairobi,Nairobi,3,Business,2,Rider_Id_468,526
6054,Pumwani,Ngong,3,Business,22,Rider_Id_819,1572
6055,Nairobi,Nairobi,3,Business,7,Rider_Id_953,1410
6056,Nairobi,Nairobi,3,Business,8,Rider_Id_436,2633
6057,Nairobi,Nairobi,3,Business,5,Rider_Id_177,1147
6058,Nairobi,Nairobi,3,Business,5,Rider_Id_51,511
6059,Nairobi,Nairobi,3,Business,14,Rider_Id_626,1907
6060,Nairobi,Nairobi,3,Business,7,Rider_Id_139,859
6061,Nairobi,Pumwani,3,Business,16,Rider_Id_682,2681
6062,Nairobi,Nairobi,3,Business,7,Rider_Id_338,3718
6063,Nairobi,Nairobi,1,Personal,3,Rider_Id_88,807
6064,Nairobi,Nairobi,3,Business,10,Rider_Id_576,1857
6065,Nairobi,Nairobi,3,Business,6,Rider_Id_523,518
6066,Nairobi,Pumwani,1,Personal,7,Rider_Id_208,1254
6067,Nairobi,Nairobi,3,Business,8,Rider_Id_843,2459
6068,Nairobi,Ngong,3,Business,16,Rider_Id_576,3044
6069,Nairobi,Nairobi,3,Business,1,Rider_Id_90,390
6070,Nairobi,Nairobi,3,Business,8,Rider_Id_245,2474
6071,Nairobi,Nairobi,3,Business,2,Rider_Id_19,239
6072,Nairobi,Nairobi,3,Business,16,Rider_Id_332,2414
6073,Nairobi,Nairobi,3,Business,8,Rider_Id_799,2554
6074,Nairobi,Nairobi,3,Business,3,Rider_Id_952,351
6075,Nairobi,Kiambu,3,Business,14,Rider_Id_770,2035
6076,Nairobi,Nairobi,3,Business,8,Rider_Id_291,1031
6077,Nairobi,Nairobi,3,Business,2,Rider_Id_829,1190
6078,Nairobi,Kiambu,3,Business,13,Rider_Id_612,2084
6079,Nairobi,Pumwani,3,Business,10,Rider_Id_490,1676
6080,Nairobi,Pumwani,3,Business,7,Rider_Id_204,1389
6081,Nairobi,Nairobi,3,Business,9,Rider_Id_263,1455
6082,Nairobi,Nairobi,3,Business,5,Rider_Id_576,772
6083,Pumwani,Pumwani,3,Business,12,Rider_Id_805,1645
6084,Nairobi,Kiambu,3,Business,22,Rider_Id_622,1510
6085,Pumwani,Ngong,1,Personal,16,Rider_Id_669,1341
6086,Nairobi,Nairobi,3,Business,4,Rider_Id_246,557
6087,Kiambu,Nairobi,3,Personal,14,Rider_Id_589,3683
6088,Pumwani,Nairobi,3,Business,15,Rider_Id_69,2140
6089,Nairobi,Nairobi,1,Personal,5,Rider_Id_453,527
6090,Nairobi,Thika,3,Personal,36,Rider_Id_40,2681
6091,Pumwani,Pumwani,1,Business,8,Rider_Id_890,1060
6092,Nairobi,Nairobi,3,Business,1,Rider_Id_206,507
6093,Nairobi,Kiambu,3,Business,18,Rider_Id_61,2211
6094,Pumwani,Pumwani,3,Business,11,Rider_Id_697,2202
6095,Nairobi,Nairobi,3,Personal,2,Rider_Id_592,403
6096,Nairobi,Nairobi,3,Business,1,Rider_Id_449,389
6097,Nairobi,Ngong,1,Business,15,Rider_Id_379,1627
6098,Nairobi,Nairobi,3,Business,7,Rider_Id_205,918
6099,Nairobi,Pumwani,3,Business,18,Rider_Id_247,1540
6100,Nairobi,Nairobi,2,Personal,6,Rider_Id_56,1118
6101,Nairobi,Nairobi,3,Business,12,Rider_Id_856,1250
6102,Nairobi,Pumwani,3,Business,7,Rider_Id_349,724
6103,Nairobi,Nairobi,3,Business,3,Rider_Id_158,845
6104,Nairobi,Nairobi,3,Business,7,Rider_Id_138,1340
6105,Athi River,Nairobi,3,Business,21,Rider_Id_74,2475
6106,Nairobi,Nairobi,1,Business,8,Rider_Id_144,1424
6107,Pumwani,Nairobi,1,Personal,11,Rider_Id_84,1883
6108,Nairobi,Nairobi,3,Business,9,Rider_Id_547,4677
6109,Nairobi,Nairobi,3,Business,8,Rider_Id_710,1325
6110,Pumwani,Nairobi,3,Business,19,Rider_Id_952,1440
6111,Pumwani,Athi River,1,Personal,12,Rider_Id_179,886
6112,Nairobi,Nairobi,1,Personal,5,Rider_Id_726,710
6113,Nairobi,Nairobi,3,Personal,13,Rider_Id_334,2379
6114,Pumwani,Nairobi,1,Personal,9,Rider_Id_379,1294
